house_number,street_name,intersecting_street,latitude,longitude
,LINDEN BLVD (W/B) @,FOUNTAIN AVE,40.6579899,-73.8961789
,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,40.8239534,-73.87712979999999
,FATHER CAPODANNO BLV,D (S/B) @ SAND LN,40.58158,-74.0731462
,CONEY ISLAND AVE (S/,B) @ DORCHESTER RD,40.6136033,-73.9631313
,BAY ST (S/B) @ HANNA,H ST,40.622464,-74.07253500000002
,39TH ST (N/B) @ NORT,HERN BLVD,40.75110230000001,-73.9817291
,FLATBUSH AVE EXTENSI,ON (S/B) @ TILLARY S,40.6966033,-73.98454389999999
,HOYT AVE (S/B) @ 31S,T ST,40.771069,-73.91756099999999
,ASTORIA BLVD S (E/B),@ 77TH ST,40.767895,-73.9052833
,HORACE HARDING EXPWY,(E/B) @ 173RD ST,40.8444914,-73.9391827
,E 135TH ST (W/B) @ 3,RD AVE,40.7589456,-73.96743769999999
,ASTORIA BLVD (W/B) @,94TH ST,40.7656961,-73.8918905
,BEDFORD AVE (N/B) @,ATLANTIC AVE,40.678278,-73.9529179
,FLATBUSH AVE (N/B) @,AVENUE H,40.6307828,-73.9455011
,EASTERN PKWY (W/B) @,HOWARD AVE,40.6693118,-73.9366428
,BRONX RIVER PKWY OFF,RAMP (S/B) @ E/B BR,40.94766449999999,-73.8345485
,YORK AVE (N/B) @ E 7,9TH ST,40.77182,-73.9507349
,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,40.8239534,-73.87712979999999
,ATLANTIC AVE (E/B) @,PENNSYLVANIA AVE,40.6762846,-73.9079141
,12TH AVE (N/B) @ W 5,7TH ST,40.771549,-73.9938433
,5TH AVE (S/B) @ 40TH,ST,40.752124,-73.981083
,QUEENS BLVD (E/B) @,39TH ST,40.7340424,-73.8730341
,GRAND CONCOURSE (N/B,) @ E 162ND ST,40.8278259,-73.9215944
,ASTORIA BLVD (W/B) @,STEINWAY ST,40.76956,-73.910225
,ATLANTIC AVE (W/B) @,BEDFORD AVE,40.678278,-73.9529179
,WB ATLANTIC AVE @ LO,GAN ST,40.6762846,-73.9079141
,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,40.7112947,-73.9350365
,ATLANTIC AVE (E/B) @,BEDFORD AVE,40.678278,-73.9529179
608,Oceanview Ave,,40.5794779,-73.961871
3078,Brighton 6th St,,40.5779284,-73.9617288
E,15th St,60ft S/of Brighton B,40.7320349,-73.9820766
3033,Brighton 14th St,,40.578748,-73.954934
3085,Brighton 13th St,,40.578227,-73.956439
3060,Brighton 12th St,,40.5787093,-73.95785200000002
2990,Brighton 12th St,,40.5801168,-73.9567847
26,Cass Pl,,40.5819898,-73.9551671
110,Neptune Ave,,40.582177,-73.957523
S,Gallatin Pl,30ft W/of Fulton St,40.6909712,-73.9865626
25,Elm Pl,,40.6893896,-73.984366
W,Livingston St,35ft N/of Bond St,40.6899225,-73.9864758
25,Elm Pl,,40.6893896,-73.984366
S,Elm Pl,40ft W/of Fulton St,40.6895044,-73.9845069
236,Livingston St,,40.6890059,-73.98486609999999
202,Livingston St,,40.689601,-73.9863139
5824,13th Ave,,40.6295812,-73.9979761
5910,14th Ave,,40.6278965,-73.9961694
E,62nd St,15ft S/of 13th Ave,40.7630254,-73.9642329
1301,57th St,,40.6304611,-73.99636319999999
1301,51st St,,40.6338599,-73.99297659999999
1303,50th St,,40.6345513,-73.9924388
1207,49th St,,40.6363731,-73.9938876
1240,41st St,,40.640066,-73.98886
4303,13th Ave,,40.6381224,-73.98854690000002
4319,13th Ave,,40.6378413,-73.98899519999999
4202,14th Ave,,40.637654,-73.986142
4115,Fort Hamilton Pkwy,,40.641791,-73.9920719
5118,Fort Hamilton Pkwy,,40.6372691,-73.9997838
920,50th St,,40.639303,-74.0011033
522,Fort Hamilton Pkwy,,40.6250679,-74.0214683
,VICTORY BLVD (W/B) @,MORANI ST,40.61183800000001,-74.1384478
,QUEENS BLVD (W/B) @,39TH ST,40.7526897,-73.9328056
,BRUCKNER BLVD (E/B),@ HUNTS POINT AVE,40.8175971,-73.8928668
,N CONDUIT AVE (W/B),@ 114TH ST,40.8050831,-73.9604049
,EASTERN PKWY (W/B) @,BEDFORD AVE,40.6702886,-73.95506590000001
,FLATBUSH AVE (N/B) @,BERGEN ST,40.67834000000001,-73.961955
,BEACH CHANNEL DR (W/,B) @ B 140TH ST,40.5978963,-73.7661191
,BRONX RIVER PKWY OFF,RAMP (S/B) @ E/B BR,40.94766449999999,-73.8345485
,ATLANTIC AVE (W/B) @,PENNSYLVANIA AVE,40.6762846,-73.9079141
,HAMILTON AVE (N/B) @,CLINTON ST,40.721264,-73.9838497
,WB ATLANTIC AVE @ LO,GAN ST,40.6762846,-73.9079141
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,LINDEN BLVD (W/B) @,FOUNTAIN AVE,40.6579899,-73.8961789
,NORTHERN BLVD (W/B),@ MARATHON PKWY,40.768162,-73.73764
,BORDEN AVE (E/B) @ G,REENPOINT AVE,40.7332629,-73.9404143
,WOODHAVEN BLVD (S/B),@ YELLOWSTONE BLVD,40.70689429999999,-73.8589472
,12TH AVE (N/B) @ W 5,7TH ST,40.771549,-73.9938433
,GUN HILL RD (E/B) @,WHITE PLAINS RD,40.877149,-73.86624259999999
,E FORDHAM RD (E/B) @,BOSTON RD,40.86239399999999,-73.897565
,RICHMOND RD (E/B) @,NEW DORP LANE,40.58506819999999,-74.10630069999999
,CADMAN PLAZA (E/B) @,PROSPECT ST,40.6970564,-73.98949089999999
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,40.7112947,-73.9350365
,8TH AVE (N/B) @ 57TH,ST,40.7669796,-73.9839556
,ATLANTIC AVE (E/B) @,BEDFORD AVE,40.678278,-73.9529179
,EASTERN PKWY (W/B) @,HOWARD AVE,40.6693118,-73.9366428
,CADMAN PLAZA (E/B) @,PROSPECT ST,40.6970564,-73.98949089999999
,ATLANTIC AVE (E/B) @,PENNSYLVANIA AVE,40.6762846,-73.9079141
,ATLANTIC AVE (E/B) @,BEDFORD AVE,40.678278,-73.9529179
,ATLANTIC AVE (E/B) @,PENNSYLVANIA AVE,40.6762846,-73.9079141
,N CONDUIT AVE (W/B),@ LEFFERTS BLVD,40.6728572,-73.832624
,CADMAN PLAZA (E/B) @,PROSPECT ST,40.6970564,-73.98949089999999
,EB GRAND CENTRAL PKW,Y SVC RD @ 72ND RD,40.752052,-73.72535169999999
,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,40.8331301,-73.8603449
,EB ATLANTIC AVE @ RO,CKAWAY AVE,40.6468247,-73.6649399
,BEDFORD AVE (N/B) @,ATLANTIC AVE,40.678278,-73.9529179
,REMSEN AVE (N/B) @ L,ENOX RD,40.6557331,-73.9228588
,ASTORIA BLVD (E/B) @,108TH ST,40.7656961,-73.8918905
,HOYT AVE (S/B) @ 31S,T ST,40.771069,-73.91756099999999
,BEDFORD AVE (N/B) @,ATLANTIC AVE,40.678278,-73.9529179
,WHITESTONE EXPWY SVC,RD (N/B) @ 20TH AVE,40.7816876,-73.82166810000001
,QUEENS BLVD (E/B) @,70TH ST,40.7340424,-73.8730341
,E FORDHAM RD (E/B) @,BOSTON RD,40.86239399999999,-73.897565
,WEST ST (S/B) @ 14TH,STREET,40.7364322,-73.9910462
,SO GANNON AVE (E/B),@ BRADLEY AVE,40.6074886,-74.1371015
,CADMAN PLAZA (E/B) @,PROSPECT ST,40.6970564,-73.98949089999999
,W FORDHAM RD (W/B) @,CEDAR AVE,40.862243,-73.911316
,CONEY ISLAND AVE (S/,B) @ AVE P,40.618269,-73.964208
,5TH AVE (S/B) @ 40TH,ST,40.752124,-73.981083
,8TH AVE (N/B) @ 57TH,ST,40.7669796,-73.9839556
,ASTORIA BLVD (W/B) @,STEINWAY ST,40.76956,-73.910225
,ATLANTIC AVE (E/B) @,PENNSYLVANIA AVE,40.6762846,-73.9079141
,ATLANTIC AVE (E/B) @,PENNSYLVANIA AVE,40.6762846,-73.9079141
130-28,91 AVE,,40.6983897,-73.81906959999999
102-05,JAMAICA AVE,,40.6953539,-73.84515569999999
107-01,101 AVE,,40.68724599999999,-73.83637
104-15,101 AVENUE,,40.686622,-73.838551
101-46,97 ST,,40.683512,-73.843893
2503,65TH ST,,40.6095688,-73.97403910000001
8313,BAY PARKWAY,,40.6030783,-73.99204759999999
25 59,SETINWAY ST,,40.7664021,-73.9126282
8026,BAXTER AVE,,40.7446358,-73.88451020000001
425,WEST 123 STREET,,40.810687,-73.95606099999999
533,W 151 ST,,40.8299623,-73.94656739999999
,C/O BRONX PARKS,MOSTON RD,40.8447819,-73.8648268
2795,RICHMOND AVE,,40.5770609,-74.1665852
50,MULBERY AVE,,40.7151416,-73.9994389
,C/O BIDWELL AVE,WATERS AVE,40.6174138,-74.1371841
7024,10 AVE,,40.62679,-74.01182899999999
1005,71 ST,,40.6265247,-74.0113063
7518,5 AVE,,40.6290979,-74.0230467
115-20,MEXICO ST,,40.695609,-73.76337099999999
119-11,204 STREET,,40.69257,-73.746577
1815,BAY RIDGE PARKWAY,,40.6133199,-73.9953761
1115,ANDERSON AVE,,40.8354179,-73.9249573
1139,ANDERSON AVENUE,,40.8356991,-73.9248911
161,W 195 ST,,40.870697,-73.902283
884,68 ST,,40.763825,-73.9544665
46,HAMILTON PLACE,,40.8224987,-73.95207789999999
6,ELIZABETH ST,,40.7154659,-73.99728139999999
691,BURUE AVE,,40.7127753,-74.0059728
3326,WHITE PLAINS RD,,40.8740449,-73.8667095
2315,WALTON AVE,,40.8588636,-73.9027957
36-29,MAIN ST,,40.7625018,-73.8313616
40-14,MAIN ST,,40.7590978,-73.830259
135-46,ROOSEVELT AVE,,40.75943059999999,-73.8304814
888,6TH AVE,,40.7481543,-73.9886899
2821,DECATUR AVE,,40.8670923,-73.886033
2776,PARKVIEW TERRACE,,40.86971,-73.89501299999999
3447,KNOX PL,,40.8824708,-73.88318490000002
614,W 135 ST,,40.8204407,-73.95657810000002
563,W 145,,40.82641479999999,-73.94980699999999
1685,AMSTERDAM AVE,,40.8240805,-73.94820179999999
1774,AMSTERDAM AVE,,40.827146,-73.946617
741,ST NICHOLAS AVE,,40.8255749,-73.9439039
563,W 145TH STREET,,40.82641479999999,-73.94980699999999
612,WEST 135 STREET,,40.8204211,-73.9564403
2238,MORRIS AVE,,40.8568266,-73.9024474
38,LOCUST ST,,40.699388,-73.93695
1280,ST JOHNS PL,,40.6705775,-73.9358443
41-21,PARSONS BLVD,,40.7600994,-73.8209691
3938,BAYCHESTER AVE,,40.8896706,-73.8420672
3938,BAYCHESTER AVE,,40.8896706,-73.8420672
3938,BAYCHESTER AVE,,40.8896706,-73.8420672
3532,HARPER AVENUE,,40.8843537,-73.83431809999999
3338,BRONX PARK EAST,,40.87149429999999,-73.8705743
3931,MULVEY AVE,,40.8898888,-73.828724
3964,SETON AVE,,40.890979,-73.836967
3633,MAROLLA PL,,40.884376,-73.83582299999999
500,EXTERIOR ST,,40.8179745,-73.9303003
671,PROSPECT AVE,,40.8156251,-73.9035798
671,PROSPECT AVE,,40.8156251,-73.9035798
,WEST 151 STREET,RIVERSIDE DR,40.830998,-73.94945969999999
335,EDGECOMBE AVE,,40.8264376,-73.9421129
387,VANDERVOORT AVE,,40.718653,-73.935718
367,VANDERVOORT AVE,,40.7179756,-73.9357979
1108,MANHATTAN AVE,,40.7363368,-73.9551115
225,BENNETT AVE,,40.85774600000001,-73.93285500000002
,W 192 ST,BENNETT AVE,40.8581295,-73.9329873
21,BATTERY PLACE,,40.70482579999999,-74.0169203
756,52 ST,,40.6403198,-74.0058698
416,60 STREET,,40.6403326,-74.01806599999999
131,W 143,,40.8197919,-73.93820939999999
110,BELMONT PL,,40.6423438,-74.07974039999999
104,WINFIELD ST,,40.5889817,-74.0770023
146,CORTEYOU AVE,,40.5561788,-74.1643881
138,CORTELYOU AVE,,40.556366,-74.164382
469,WEST 164 STREET,,40.8372123,-73.938485
,N/S E 41 ST,E/O 1ST AVE,40.7498415,-73.9735137
1971,BAY RIDGE PKWY,,40.6112972,-73.9920247
1758,WEST 2ND AVE,,40.6047933,-73.9753582
69,BAY 35 ST,,40.5982451,-73.99132449999999
1824,W 6 ST,,40.602843,-73.9789971
2150,71 STREET,,40.6108765,-73.9860561
8684,16 AVE,,40.6086097,-74.0091028
2218,78 STREET,,40.6059533,-73.988719
166,BAY 41 STREET,,40.5939533,-73.9893044
1220,E 49TH ST,,40.631412,-73.929503
984,E 31 ST,,40.62725349999999,-73.9461877
20-05,STEINWAY ST,,40.776089,-73.9016709
1089,SAINT NICHOLAS AVE,,40.8382003,-73.9401561
1705,PRESIDENT STREET,,40.6672139,-73.93054
,QUEENS BLVD (W/B) @,JACOBUS ST,40.7340424,-73.8730341
,EASTERN PKWY (W/B) @,BEDFORD AVE,40.6702886,-73.95506590000001
,HAMILTON AVE (N/B) @,CLINTON ST,40.721264,-73.9838497
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,40.8331301,-73.8603449
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,NORTHERN BLVD (E/B),@ MARATHON PKWY,40.768162,-73.73764
,TILLARY ST (E/B) @ F,LATBUSH AVE,40.696106,-73.990364
,HORACE HARDING EXPWY,(W/B) @ 159TH ST,40.745377,-73.77248449999999
,QUEENS BLVD (W/B) @,BROADWAY,40.7431606,-73.8836711
,LINDEN BLVD (W/B) @,FOUNTAIN AVE,40.6579899,-73.8961789
,WHITE PLAINS RD (S/B,) @ WATSON AVE,40.856614,-73.867633
,HAMILTON AVE (N/B) @,CLINTON ST,40.721264,-73.9838497
,EB GRAND CENTRAL PKW,Y SVC RD @ 72ND RD,40.752052,-73.72535169999999
,5TH AVE (S/B) @ 40TH,ST,40.752124,-73.981083
,WEST ST (S/B) @ 14TH,STREET,40.7364322,-73.9910462
,QUEENS BLVD (E/B) @,ASCAN AVE,40.714778,-73.842826
,WEST ST (S/B) @ 14TH,STREET,40.7364322,-73.9910462
,HOWARD AVE (N/B) @ E,NEW YORK AVE,40.6728949,-73.9089333
,ARTHUR KILL RD (W/B),@ RICHMOND AVE,40.55948009999999,-74.1686156
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,HOWARD AVE (N/B) @ E,NEW YORK AVE,40.6728949,-73.9089333
,HOYT AVE (S/B) @ 31S,T ST,40.771069,-73.91756099999999
,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,40.8239534,-73.87712979999999
,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,40.8239534,-73.87712979999999
,WB N CONDUIT AVE @ V,AN WYCK EXPWY SB / E,40.6413111,-73.77813909999999
,BARTOW AVE (E/B) @ C,O-OP CITY BLVD,40.8682114,-73.8248514
,EASTERN PKWY (W/B) @,BEDFORD AVE,40.6702886,-73.95506590000001
,CONEY ISLAND AVE (S/,B) @ AVE P,40.618269,-73.964208
,ASTORIA BLVD (E/B) @,108TH ST,40.7656961,-73.8918905
,QUEENS BLVD (E/B) @,70TH ST,40.7340424,-73.8730341
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,ATLANTIC AVE (W/B) @,PENNSYLVANIA AVE,40.6762846,-73.9079141
,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,40.8239534,-73.87712979999999
,QUEENS BLVD (W/B) @,71ST AVE,40.7165087,-73.8470944
,12TH AVE (S/B) @ 34T,H ST,40.7560399,-74.0028277
,WEST ST (S/B) @ 14TH,STREET,40.7364322,-73.9910462
,HORACE HARDING EXPWY,(E/B) @ 173RD ST,40.8444914,-73.9391827
,EB ATLANTIC AVE @ RO,CKAWAY AVE,40.6468247,-73.6649399
,WEST ST (S/B) @ 14TH,STREET,40.7364322,-73.9910462
,CLASSON AVE (N/B) @,FLUSHING AVE,40.6844907,-73.9591228
,QUEENS BLVD (W/B) @,39TH ST,40.7526897,-73.9328056
,23RD AVE (E/B) @ 94T,H ST,40.7678764,-73.8781215
,EB GRAND CENTRAL PKW,Y SVC RD @ 72ND RD,40.752052,-73.72535169999999
,WEST ST (S/B) @ 14TH,STREET,40.7364322,-73.9910462
,HAMILTON AVE (N/B) @,CLINTON ST,40.721264,-73.9838497
,BEDFORD AVE (N/B) @,ATLANTIC AVE,40.678278,-73.9529179
,CLASSON AVE (N/B) @,FLUSHING AVE,40.6844907,-73.9591228
,HAMILTON AVE (N/B) @,CLINTON ST,40.721264,-73.9838497
,WOODHAVEN BLVD (N/B),@ 62ND RD,40.7260412,-73.87089639999999
,5TH AVE (S/B) @ 40TH,ST,40.752124,-73.981083
,KINGS HWY (E/B) @ NO,STRAND AVE,40.604642,-73.9424117
,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,40.8239534,-73.87712979999999
,HAMILTON AVE (N/B) @,CLINTON ST,40.721264,-73.9838497
,BAY ST (S/B) @ HANNA,H ST,40.622464,-74.07253500000002
,SB RICHMOND RD @ NAR,ROWS RD N,40.58506819999999,-74.10630069999999
,W FORDHAM RD (W/B) @,CEDAR AVE,40.862243,-73.911316
,BEACH CHANNEL DR (W/,B) @ B 140TH ST,40.5978963,-73.7661191
,FLATBUSH AVE (N/B) @,BERGEN ST,40.67834000000001,-73.961955
,WB N CONDUIT AVE @ V,AN WYCK EXPWY SB / E,40.6413111,-73.77813909999999
,HILLSIDE AVE (W/B) @,188TH ST,40.715199,-73.773578
,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,40.7654142,-73.7442019
,MCDONALD AVE (N/B) @,VANDERBILT ST,40.7539873,-73.9774365
,E 135TH ST (W/B) @ A,LEXANDER AVE,40.8091009,-73.9252541
,FLATBUSH AVE (N/B) @,BERGEN ST,40.67834000000001,-73.961955
,FLATBUSH AVE (N/B) @,BERGEN ST,40.67834000000001,-73.961955
,FLATBUSH AVE (N/B) @,BERGEN ST,40.67834000000001,-73.961955
,CADMAN PLAZA (E/B) @,PROSPECT ST,40.6970564,-73.98949089999999
,5TH AVE (S/B) @ 40TH,ST,40.752124,-73.981083
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,E 135TH ST (W/B) @ A,LEXANDER AVE,40.8091009,-73.9252541
,E 135TH ST (W/B) @ A,LEXANDER AVE,40.8091009,-73.9252541
,BEDFORD AVE (N/B) @,ATLANTIC AVE,40.678278,-73.9529179
,WB ATLANTIC AVE @ RO,CKAWAY AVE,40.6468247,-73.6649399
,BRONXDALE AVE (W/B),@ CRUGER AVE,40.8548247,-73.86644160000002
,WOODHAVEN BLVD (N/B),@ 62ND RD,40.7260412,-73.87089639999999
,FLATBUSH AVE (N/B) @,EASTERN PKWY,40.6712062,-73.9636306
,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,40.7112947,-73.9350365
,GRAND CONCOURSE (S/B,) @ E 162 ST,40.8278259,-73.9215944
,HORACE HARDING EXPWY,(W/B) @ 159TH ST,40.745377,-73.77248449999999
,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,40.7654142,-73.7442019
,RICHMOND RD (W/B) @,NEW DORP LANE,40.5720593,-74.1122046
,WB QUEENS BLVD @ 70T,H ST / 45TH AVE,40.742791,-73.9914151
,12TH AVE (S/B) @ 34T,H ST,40.7560399,-74.0028277
,QUEENS BLVD (W/B) @,JACOBUS ST,40.7340424,-73.8730341
,FLATBUSH AVE (N/B) @,BERGEN ST,40.67834000000001,-73.961955
,BAY ST (S/B) @ HANNA,H ST,40.622464,-74.07253500000002
,FLATBUSH AVE (N/B) @,EASTERN PKWY,40.6712062,-73.9636306
,WOODHAVEN BLVD (N/B),@ YELLOWSTONE BLVD,40.70689429999999,-73.8589472
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,E 135TH ST (W/B) @ A,LEXANDER AVE,40.8091009,-73.9252541
,SB RICHMOND RD @ NAR,ROWS RD N,40.58506819999999,-74.10630069999999
,WOODHAVEN BLVD (S/B),@ JAMAICA AVE,40.6901366,-73.8566087
,23RD AVE (E/B) @ 94T,H ST,40.7678764,-73.8781215
,OCEAN PKWY (N/B) @ A,VE W,40.61287799999999,-73.96838620000001
,EASTERN PKWY (W/B) @,HOWARD AVE,40.6693118,-73.9366428
,QUEENS BLVD (W/B) @,71ST AVE,40.7165087,-73.8470944
,HORACE HARDING EXPWY,(W/B) @ 159TH ST,40.745377,-73.77248449999999
6416,24 AVE,,40.611564,-73.976827
40,LUNDI CT,,40.5863781,-74.1579205
51,VILLANOVA ST,,40.5853593,-74.1591475
581,CLARKSON AVE,,40.6564679,-73.94069089999999
2475,FLATBUSH AVE,,40.6101166,-73.9223765
595,E 57 ST,,40.638368,-73.921807
4311,BROADWAY,,40.8519997,-73.935057
4311,BROADWAY,,40.8519997,-73.935057
,S/E/C COLUMBIA,NELSON,42.9574603,-76.9205441
79-50,78 AVE,,40.7050362,-73.8697128
52-19,69 ST,,40.732977,-73.895588
725,SOUTHERN BLVD,,40.81434,-73.898715
1235,REV JAMES POLITE AVE,,40.8284639,-73.897064
,FLUSHING MEAODW,CORONA TENNIS COURT,40.7503676,-73.8456118
1126,PROSPECT PL,,40.6736152,-73.93930139999999
53,REN EYCK STREET,,40.7098974,-73.9483595
,C/O GRAFTON,DEBEVOISE ST,40.701637,-73.942267
93-14,DITMARS BLVD,,40.769993,-73.877022
27-47,BUTLER ST,,40.764268,-73.863525
108-14,37 DRIVE,,40.753043,-73.859274
94-22,JACKSON MILL RD,,40.7591337,-73.8737156
106 07,29 AVE,,40.7636619,-73.863942
47-70,195 ST,,40.750535,-73.785532
1316,ST JOHNS PL,,40.670527,-73.934811
1116,ST JOHNS PL,,40.6707625,-73.9412174
369,DEKALB AV,,40.6903559,-73.9627082
369,DEKALB AVE,,40.6903559,-73.9627082
369,DEKALB AVE,,40.6903559,-73.9627082
43,QUINCY ST,,40.6859461,-73.959465
1214,E 49 ST,,40.6315377,-73.92948369999999
5209,AVE L,,40.62392,-73.925012
,FLUSHING MEADOW CORO,PASSERELLE RAMP,40.73971359999999,-73.840785
,FLUSHING MEADOW CORO,PERIMETER RD TENNIS,40.7503676,-73.8456118
,FMCP PITCH AND PITT,,40.7512747,-73.8403747
,FMCP PITCH,AND PUTH,40.7512747,-73.8403747
,FLUSHING MEADOW PARK,PERIMETER ROAD TENNI,40.73971359999999,-73.840785
,FLUSHING MEADOW PARK,PERIMETER ROAD/ TENN,40.73971359999999,-73.840785
,FLUSHING MEADOW PARK,PERIMETER ROAD/ TENN,40.73971359999999,-73.840785
,FLUSHING MEADOW PARK,PITCH,40.7512747,-73.8403747
,FLUSHING MEADOW CORO,PERIMETER RD TENNIS,40.7503676,-73.8456118
,FMCP TENNIS COURTS,,40.7375292,-73.8459955
,FMCP TENNIS COURTS,,40.7375292,-73.8459955
,FMCP TENNIS COURTS,,40.7375292,-73.8459955
,FCMP PERMITER RD,TENNIS COURTS,40.7969369,-73.97691069999999
,PERIMETER RD,TENNIS COURTS,40.9915553,-74.4037769
315,WASHINGTON AVE,,40.6894242,-73.96578620000001
485,CHAUNCEY ST,,40.6822681,-73.9152466
991,WILLMOHR ST,,40.6551608,-73.9210791
30,W 9th St,,40.7334169,-73.99754089999999
32,Washington Sq,,40.7318626,-73.9992485
10,Jones St,,40.73199810000001,-74.0020789
55,Leroy St,,40.7303104,-74.0051548
E,Greenwich St,8ft S/of Spring St,40.7221373,-74.0097722
11,Harrison St,,40.7185134,-74.0096537
E,Greenwich St,8ft S/of Harrison St,40.7221373,-74.0097722
2223,AVE U,,40.599913,-73.94871100000002
253,181 ST,,40.8544238,-73.8999281
1530,PLIMPTON AVE,,40.845729,-73.920605
2262,VALENTINE AVE,,40.8566539,-73.89809869999999
1923,LORING PLACE SOUTH,,40.8546504,-73.9146031
37-23,82 ST,,40.74893,-73.8839091
78,CHAUNCEY ST,,40.6800374,-73.9310452
135-05,Roosevelt Ave,,40.7591696,-73.8316554
133-11,Roosevelt Ave,,40.7586279,-73.8339804
37-05,Main St,,40.7614409,-73.8309
36-50,Main St,,40.7617942,-73.831558
133-24,Sanford Ave,,40.7557299,-73.8297315
41-33,Kissena Blvd,,40.7581288,-73.8284197
135-29,40th Rd,,40.7588885,-73.8306151
36-38,Main St,,40.76206330000001,-73.83174249999999
36-54,Main St,,40.7617965,-73.8314473
7,STRATFORD AVE,,40.6195655,-74.0942278
212,REID AVE,,40.5938098,-74.0861182
,FLUSHING MEADOW PARK,TENNIS COURTS,40.7503676,-73.8456118
,FLUSHING MEADOW PARK,PUTT,40.7512747,-73.8403747
,FLUSHING MEADOW PARK,,40.73971359999999,-73.840785
364,W 110th St,,40.8013972,-73.96086
1822,Amsterdam Ave,,40.828686,-73.9453752
465,W 131st St,,40.8163285,-73.9536851
1475,Amsterdam Ave,,40.817355,-73.95304229999999
1453,Amsterdam Ave,,40.8166944,-73.95354739999999
4,W 109th St,,40.799975,-73.9593332
420,W 160th St,,40.8340161,-73.9393116
1026,St Nicholas Ave,,40.8354654,-73.9396211
787,St Nicholas Ave,,40.827019,-73.943232
580,St Nicholas Ave,,40.81997459999999,-73.94625839999999
426,St Nicholas Ave,,40.8145761,-73.94895530000001
2115,Frederick Douglass B,,40.8034515,-73.9563944
27,CASWELL LANE,,40.6182391,-74.16667009999999
1814,PHELAM PL,,40.8524683,-73.9167782
,N/W C/O EAST 239 ST,BULLARD AVE,40.90184920000001,-73.85703749999999
36,W 47TH ST,,40.7572402,-73.98039179999999
34,W 47TH ST,,40.7571313,-73.9802022
32,W 47TH ST,,40.7572278,-73.9802279
28,W 47TH ST,,40.757105,-73.980104
17,E 47TH ST,,40.7563554,-73.9773951
,TERMIN D ARRIVAL,,40.7682695,-73.8621065
,LGA ARRIVALS,,40.7682695,-73.8621065
,CARGO PLAZA RD,N SERVICE RD,40.6539071,-73.7953903
,S/B JFK EXPWY,,40.740065,-73.99316499999999
31-16,47 ST,,40.758314,-73.912148
49-16,28 AVE,,40.7616609,-73.90604929999999
90-72,199 ST,,40.714401,-73.760296
110-14,63 DRIVE,,40.734226,-73.84707399999999
15,PRINCE ST,,40.7227794,-73.994007
1396,SAINT JOHNS PLACE,,40.6704231,-73.93211289999999
1521,STERLING PLACE,,40.6715051,-73.9283815
245,CLINTON AVE,,40.690509,-73.9677729
1324,OGDEN AVENUE,,40.8406122,-73.92502879999999
1324,OGDEN AVENUE,,40.8406122,-73.92502879999999
1008,UNIVERSITY AVENUE,,40.8336697,-73.9305878
,N/W/C/O 86 STREET,37 AVE,40.7811502,-73.958811
865,ONDERDOCK AVE,,40.70174069999999,-73.9031914
,C/O WOODSIDE AVE,BLEECKER ST,40.743222,-73.897063
,W 69TH PL,N OF SAND AVE,40.776683,-73.983047
64-30,MADISON ST,,40.707648,-73.89404300000001
123,E 183 ST,,40.8579909,-73.901076
2259,CRESTON AVE,,40.8572791,-73.9015816
297,E 170 STREET,,40.837653,-73.9106515
908,E 181 ST,,40.8454781,-73.8816945
,BORDEN AVE (E/B) @ G,REENPOINT AVE,40.7332629,-73.9404143
,FLATBUSH AVE EXTENSI,ON (S/B) @ TILLARY S,40.6966033,-73.98454389999999
,EASTERN PKWY (W/B) @,HOWARD AVE,40.6693118,-73.9366428
,12TH AVE (N/B) @ 42N,D ST,40.640273,-73.99023869999999
,FLATBUSH AVE (N/B) @,BERGEN ST,40.67834000000001,-73.961955
,BRUCKNER BLVD (E/B),@ HUNTS POINT AVE,40.8175971,-73.8928668
